transaction_id,user_id,date,description,amount,transaction_type,category,merchant
1045,4,2025-11-13,Water bill payment,509.96,expense,Bills,Water bill payment
1046,4,2025-11-14,Flipkart order - app,4695.37,expense,Shopping,Flipkart order
1047,4,2025-11-14,Amazon books order,1017.26,expense,Education,Amazon books order
1048,4,2025-11-17,Auto fare,82.47,expense,Transport,Auto fare
1049,4,2025-11-19,Local tiffin service,96.03,expense,Food,Local tiffin service
1050,4,2025-11-20,Croma electronics,8586.16,expense,Shopping,Croma electronics
1051,4,2025-11-22,PVR Cinemas,462.22,expense,Entertainment,PVR Cinemas
1052,4,2025-11-23,BESCOM electricity bill,1215.92,expense,Bills,BESCOM electricity bill
1053,4,2025-11-25,PVR Cinemas,1027.62,expense,Entertainment,PVR Cinemas
1054,4,2025-11-25,DMart grocery shopping,368.99,expense,Food,DMart grocery shopping
1055,4,2025-11-26,Myntra fashion order,826.26,expense,Shopping,Myntra fashion order
1056,4,2025-11-27,Decathlon sports gear,1401.35,expense,Shopping,Decathlon sports gear
1057,4,2025-11-29,Miscellaneous expense,75.46,expense,Other,Miscellaneous expense
1058,4,2025-12-01,Water bill payment,404.18,expense,Bills,Water bill payment
1059,4,2025-12-02,Amazon books order,335.96,expense,Education,Amazon books order
1060,4,2025-12-02,PVR Cinemas,1052.63,expense,Entertainment,PVR Cinemas
1061,4,2025-12-03,Cafe Coffee Day,302.96,expense,Food,Cafe Coffee Day
1062,4,2025-12-04,Society maintenance charge,2994.37,expense,Bills,Society maintenance charge
1063,4,2025-12-05,Salary credited,26630.85,income,Income,Employer/Institute
1064,4,2025-12-07,Amusement park entry,909.47,expense,Entertainment,Amusement park entry
1065,4,2025-12-09,Apollo Pharmacy,225.99,expense,Health,Apollo Pharmacy
1066,4,2025-12-10,Chai/tea stall,25.57,expense,Food,Chai/tea stall
1067,4,2025-12-11,Parking fee,89.77,expense,Transport,Parking fee
1068,4,2025-12-11,Local tiffin service,115.25,expense,Food,Local tiffin service
1069,4,2025-12-11,Local tiffin service,112.11,expense,Food,Local tiffin service
1070,4,2025-12-12,Local mall shopping,3124.86,expense,Shopping,Local mall shopping
1071,4,2025-12-13,Hostel/room rent,9269.87,expense,Bills,Hostel/room rent
1072,4,2025-12-14,IndiGo flight booking,2591.95,expense,Transport,IndiGo flight booking
1073,4,2025-12-14,LPG cylinder booking,872.9,expense,Bills,LPG cylinder booking
1074,4,2025-12-16,Cult.fit gym membership,2410.15,expense,Health,Cult.fit gym membership
1075,4,2025-12-17,Amazon purchase - MG Road,981.47,expense,Shopping,Amazon purchase
1076,4,2025-12-19,Netflix subscription,269.27,expense,Entertainment,Netflix subscription
1077,4,2025-12-21,Starbucks Coffee,227.64,expense,Food,Starbucks Coffee
1078,4,2025-12-21,Croma electronics,1313.59,expense,Shopping,Croma electronics
1079,4,2025-12-22,Parking fee,50.38,expense,Transport,Parking fee
1080,4,2025-12-25,Myntra fashion order,3118.93,expense,Shopping,Myntra fashion order
1081,4,2025-12-26,Amazon purchase - UPI,1354.58,expense,Shopping,Amazon purchase
1082,4,2025-12-27,Local mall shopping,3815.49,expense,Shopping,Local mall shopping
1083,4,2025-12-29,Charity donation,1550.85,expense,Other,Charity donation
1084,4,2025-12-30,Hostel/room rent,8098.11,expense,Bills,Hostel/room rent
1085,5,2025-01-01,Dental clinic visit,2052.29,expense,Health,Dental clinic visit
1086,5,2025-01-01,Salary credited,54288.25,income,Income,Employer/Institute
1087,5,2025-01-02,DMart grocery shopping,907.27,expense,Food,DMart grocery shopping
1088,5,2025-01-05,BigBasket grocery order,2184.1,expense,Food,BigBasket grocery order
1089,5,2025-01-07,Ajio order,2084.35,expense,Shopping,Ajio order
1090,5,2025-01-09,ATM cash withdrawal,595.71,expense,Other,ATM cash withdrawal
1091,5,2025-01-10,LPG cylinder booking,1069.66,expense,Bills,LPG cylinder booking
1092,5,2025-01-11,Amazon books order,629.74,expense,Education,Amazon books order
1093,5,2025-01-12,Water bill payment,475.54,expense,Bills,Water bill payment
1094,5,2025-01-13,Local tiffin service,73.84,expense,Food,Local tiffin service
1095,5,2025-01-16,BookMyShow movie ticket,435.33,expense,Entertainment,BookMyShow movie ticket
1096,5,2025-01-16,Rapido bike taxi,129.05,expense,Transport,Rapido bike taxi
1097,5,2025-01-16,Amazon purchase - express,3553.14,expense,Shopping,Amazon purchase
1098,5,2025-01-17,Health insurance premium,7592.17,expense,Health,Health insurance premium
1099,5,2025-01-18,Ajio order,641.82,expense,Shopping,Ajio order
1100,5,2025-01-18,Barbeque Nation dinner,2419.97,expense,Food,Barbeque Nation dinner
1101,5,2025-01-20,Hostel/room rent,6938.47,expense,Bills,Hostel/room rent
1102,5,2025-01-22,Doctor consultation fee,631.67,expense,Health,Doctor consultation fee
1103,5,2025-01-24,Swiggy order - app,480.21,expense,Food,Swiggy order
1104,5,2025-01-26,BigBasket grocery order,796.33,expense,Food,BigBasket grocery order
1105,5,2025-01-26,IndiGo flight booking,3958.31,expense,Transport,IndiGo flight booking
1106,5,2025-01-29,Croma electronics,11755.6,expense,Shopping,Croma electronics
1107,5,2025-01-29,Dental clinic visit,896.51,expense,Health,Dental clinic visit
1108,5,2025-01-30,Starbucks Coffee,464.58,expense,Food,Starbucks Coffee
1109,5,2025-01-30,McDonalds,330.01,expense,Food,McDonalds
1110,5,2025-02-04,Library fine/fee,44.12,expense,Education,Library fine/fee
1111,5,2025-02-04,Salary credited,52605.0,income,Income,Employer/Institute
1112,5,2025-02-07,Cult.fit gym membership,1518.61,expense,Health,Cult.fit gym membership
1113,5,2025-02-09,Courier/shipping charge,100.74,expense,Other,Courier/shipping charge
1114,5,2025-02-10,Zomato order - wallet,310.43,expense,Food,Zomato order
1115,5,2025-02-12,Decathlon sports gear,2296.76,expense,Shopping,Decathlon sports gear
1116,5,2025-02-14,Swiggy order - campus,541.25,expense,Food,Swiggy order
1117,5,2025-02-17,Steam game purchase,849.14,expense,Entertainment,Steam game purchase
1118,5,2025-02-18,Netflix subscription,446.89,expense,Entertainment,Netflix subscription
1119,5,2025-02-22,Indian Oil petrol,1979.13,expense,Transport,Indian Oil petrol
1120,5,2025-02-22,Savings account interest credited,196.91,income,Income,Savings account interest credited
1121,5,2025-02-23,Chai/tea stall,38.12,expense,Food,Chai/tea stall
1122,5,2025-02-24,Water bill payment,209.06,expense,Bills,Water bill payment
1123,5,2025-02-25,Steam game purchase,1211.86,expense,Entertainment,Steam game purchase
1124,5,2025-02-26,Netflix subscription,483.32,expense,Entertainment,Netflix subscription
1125,5,2025-02-27,Decathlon sports gear,2202.32,expense,Shopping,Decathlon sports gear
1126,5,2025-03-01,Zomato order - campus,690.45,expense,Food,Zomato order
1127,5,2025-03-01,Stationery/printouts,199.72,expense,Education,Stationery/printouts
1128,5,2025-03-03,Rapido bike taxi,85.95,expense,Transport,Rapido bike taxi
1129,5,2025-03-03,Decathlon sports gear,1749.8,expense,Shopping,Decathlon sports gear
1130,5,2025-03-03,Indian Oil petrol,1791.68,expense,Transport,Indian Oil petrol
1131,5,2025-03-03,Jio mobile recharge,330.14,expense,Bills,Jio mobile recharge
1132,5,2025-03-05,Salary credited,57825.79,income,Income,Employer/Institute
1133,5,2025-03-07,Indian Oil petrol,881.18,expense,Transport,Indian Oil petrol
1134,5,2025-03-08,Swiggy order - app,336.48,expense,Food,Swiggy order
1135,5,2025-03-10,Airtel postpaid bill,450.37,expense,Bills,Airtel postpaid bill
1136,5,2025-03-11,McDonalds,217.15,expense,Food,McDonalds
1137,5,2025-03-13,Gift purchase,981.71,expense,Other,Gift purchase
1138,5,2025-03-13,Ajio order,544.81,expense,Shopping,Ajio order
1139,5,2025-03-17,Campus mess bill,3010.87,expense,Food,Campus mess bill
1140,5,2025-03-17,Cafe Coffee Day,258.84,expense,Food,Cafe Coffee Day
1141,5,2025-03-18,Decathlon sports gear,844.85,expense,Shopping,Decathlon sports gear
1142,5,2025-03-18,IndiGo flight booking,4902.93,expense,Transport,IndiGo flight booking
1143,5,2025-03-19,Netflix subscription,429.71,expense,Entertainment,Netflix subscription
1144,5,2025-03-20,Society maintenance charge,1494.52,expense,Bills,Society maintenance charge
1145,5,2025-03-22,Local tiffin service,101.0,expense,Food,Local tiffin service
1146,5,2025-03-23,Health insurance premium,2069.72,expense,Health,Health insurance premium
1147,5,2025-03-24,Local tiffin service,61.33,expense,Food,Local tiffin service
1148,5,2025-03-25,Airtel postpaid bill,998.72,expense,Bills,Airtel postpaid bill
1149,5,2025-03-27,Chai/tea stall,10.54,expense,Food,Chai/tea stall
1150,5,2025-03-29,Swiggy order - app,237.01,expense,Food,Swiggy order
1151,5,2025-03-30,Library fine/fee,23.8,expense,Education,Library fine/fee
1152,5,2025-03-30,Coaching institute fee,5622.68,expense,Education,Coaching institute fee
1153,5,2025-03-30,BESCOM electricity bill,1833.77,expense,Bills,BESCOM electricity bill
1154,5,2025-03-30,Udemy course purchase,1886.81,expense,Education,Udemy course purchase
1155,5,2025-03-31,Chai/tea stall,38.89,expense,Food,Chai/tea stall
1156,5,2025-04-01,Cult.fit gym membership,1573.08,expense,Health,Cult.fit gym membership
1157,5,2025-04-02,Salary credited,58378.34,income,Income,Employer/Institute
1158,5,2025-04-03,Indian Oil petrol,1774.4,expense,Transport,Indian Oil petrol
1159,5,2025-04-06,McDonalds,298.54,expense,Food,McDonalds
1160,5,2025-04-12,Stationery/printouts,293.24,expense,Education,Stationery/printouts
1161,5,2025-04-14,Chai/tea stall,10.19,expense,Food,Chai/tea stall
1162,5,2025-04-16,Campus mess bill,2258.03,expense,Food,Campus mess bill
1163,5,2025-04-19,Coursera subscription,2954.0,expense,Education,Coursera subscription
1164,5,2025-04-22,Freelance project payment,12935.88,income,Income,Freelance project payment
1165,5,2025-04-23,Chai/tea stall,31.25,expense,Food,Chai/tea stall
1166,5,2025-04-25,Coursera subscription,3833.2,expense,Education,Coursera subscription
1167,5,2025-04-29,Uber ride,438.57,expense,Transport,Uber ride
1168,5,2025-04-30,Indian Oil petrol,681.55,expense,Transport,Indian Oil petrol
1169,5,2025-04-30,Parking fee,74.41,expense,Transport,Parking fee
1170,5,2025-05-02,DMart grocery shopping,857.68,expense,Food,DMart grocery shopping
1171,5,2025-05-02,Tata Play DTH recharge,513.09,expense,Bills,Tata Play DTH recharge
1172,5,2025-05-02,Salary credited,57095.52,income,Income,Employer/Institute
1173,5,2025-05-03,Ajio order,2315.65,expense,Shopping,Ajio order
1174,5,2025-05-07,ATM cash withdrawal,3283.75,expense,Other,ATM cash withdrawal
1175,5,2025-05-08,Ola cab,372.66,expense,Transport,Ola cab
1176,5,2025-05-08,Myntra fashion order,2601.55,expense,Shopping,Myntra fashion order
1177,5,2025-05-08,Exam registration fee,1034.06,expense,Education,Exam registration fee
1178,5,2025-05-08,McDonalds,324.65,expense,Food,McDonalds
1179,5,2025-05-12,Spotify Premium,139.75,expense,Entertainment,Spotify Premium
1180,5,2025-05-13,Ajio order,886.49,expense,Shopping,Ajio order
1181,5,2025-05-14,Metro card recharge,403.31,expense,Transport,Metro card recharge
1182,5,2025-05-15,BESCOM electricity bill,1974.46,expense,Bills,BESCOM electricity bill
1183,5,2025-05-16,LPG cylinder booking,1099.28,expense,Bills,LPG cylinder booking
1184,5,2025-05-16,Local mall shopping,2790.79,expense,Shopping,Local mall shopping
1185,5,2025-05-18,Dominos Pizza,365.28,expense,Food,Dominos Pizza
1186,5,2025-05-20,IRCTC train ticket,695.22,expense,Transport,IRCTC train ticket
1187,5,2025-05-21,Cashback/refund credited,592.26,income,Income,Cashback/refund credited
1188,5,2025-05-25,BigBasket grocery order,1504.14,expense,Food,BigBasket grocery order
1189,5,2025-05-27,Water bill payment,164.64,expense,Bills,Water bill payment
1190,5,2025-05-30,Miscellaneous expense,572.02,expense,Other,Miscellaneous expense
1191,5,2025-06-01,Local tiffin service,107.44,expense,Food,Local tiffin service
1192,5,2025-06-03,Amazon purchase - express,3907.01,expense,Shopping,Amazon purchase
1193,5,2025-06-03,Coaching institute fee,13186.68,expense,Education,Coaching institute fee
1194,5,2025-06-03,Salary credited,56908.85,income,Income,Employer/Institute
1195,5,2025-06-04,Cafe Coffee Day,222.52,expense,Food,Cafe Coffee Day
1196,5,2025-06-04,Family transfer received,7322.18,income,Income,Family transfer received
1197,5,2025-06-05,Cafe Coffee Day,211.09,expense,Food,Cafe Coffee Day
1198,5,2025-06-07,Dental clinic visit,2448.96,expense,Health,Dental clinic visit
1199,5,2025-06-09,Indian Oil petrol,640.89,expense,Transport,Indian Oil petrol
1200,5,2025-06-12,Chai/tea stall,34.77,expense,Food,Chai/tea stall
1201,5,2025-06-13,Local mall shopping,812.94,expense,Shopping,Local mall shopping
1202,5,2025-06-13,Cult.fit gym membership,2935.39,expense,Health,Cult.fit gym membership
1203,5,2025-06-14,IndiGo flight booking,5409.86,expense,Transport,IndiGo flight booking
1204,5,2025-06-15,Library fine/fee,100.2,expense,Education,Library fine/fee
1205,5,2025-06-15,Starbucks Coffee,363.6,expense,Food,Starbucks Coffee
1206,5,2025-06-17,Spotify Premium,129.02,expense,Entertainment,Spotify Premium
1207,5,2025-06-17,Amusement park entry,1579.0,expense,Entertainment,Amusement park entry
1208,5,2025-06-19,Flipkart order - MG Road,651.18,expense,Shopping,Flipkart order
1209,5,2025-06-19,Coursera subscription,3062.66,expense,Education,Coursera subscription
1210,5,2025-06-21,Apollo Pharmacy,260.8,expense,Health,Apollo Pharmacy
1211,5,2025-06-25,ATM cash withdrawal,610.64,expense,Other,ATM cash withdrawal
1212,5,2025-06-26,Cafe Coffee Day,246.54,expense,Food,Cafe Coffee Day
1213,5,2025-06-26,ACT Fibernet broadband bill,872.45,expense,Bills,ACT Fibernet broadband bill
1214,5,2025-06-27,BigBasket grocery order,1727.65,expense,Food,BigBasket grocery order
1215,5,2025-06-27,Netflix subscription,229.53,expense,Entertainment,Netflix subscription
1216,5,2025-07-01,Dr Lal PathLabs test,2230.87,expense,Health,Dr Lal PathLabs test
1217,5,2025-07-02,McDonalds,436.7,expense,Food,McDonalds
1218,5,2025-07-02,Exam registration fee,1582.53,expense,Education,Exam registration fee
1219,5,2025-07-03,Courier/shipping charge,247.33,expense,Other,Courier/shipping charge
1220,5,2025-07-03,Dental clinic visit,822.17,expense,Health,Dental clinic visit
1221,5,2025-07-04,Udemy course purchase,2308.18,expense,Education,Udemy course purchase
1222,5,2025-07-04,Croma electronics,1588.35,expense,Shopping,Croma electronics
1223,5,2025-07-05,Salary credited,52393.37,income,Income,Employer/Institute
1224,5,2025-07-09,Local tiffin service,117.05,expense,Food,Local tiffin service
1225,5,2025-07-10,Local tiffin service,82.36,expense,Food,Local tiffin service
1226,5,2025-07-11,YouTube Premium,156.31,expense,Entertainment,YouTube Premium
1227,5,2025-07-12,Cafe Coffee Day,192.88,expense,Food,Cafe Coffee Day
1228,5,2025-07-12,Family transfer received,2282.46,income,Income,Family transfer received
1229,5,2025-07-16,Starbucks Coffee,410.53,expense,Food,Starbucks Coffee
1230,5,2025-07-18,Coursera subscription,1697.88,expense,Education,Coursera subscription
1231,5,2025-07-18,DMart grocery shopping,746.23,expense,Food,DMart grocery shopping
1232,5,2025-07-20,Swiggy order - monthly,455.29,expense,Food,Swiggy order
1233,5,2025-07-21,Metro card recharge,161.56,expense,Transport,Metro card recharge
1234,5,2025-07-23,Cult.fit gym membership,2360.0,expense,Health,Cult.fit gym membership
1235,5,2025-07-23,DMart grocery shopping,1609.5,expense,Food,DMart grocery shopping
1236,5,2025-07-23,Savings account interest credited,54.4,income,Income,Savings account interest credited
1237,5,2025-07-25,Apollo Pharmacy,463.27,expense,Health,Apollo Pharmacy
1238,5,2025-07-30,Amazon books order,1120.77,expense,Education,Amazon books order
1239,5,2025-07-31,Exam registration fee,2267.57,expense,Education,Exam registration fee
1240,5,2025-08-01,Bus pass recharge,863.44,expense,Transport,Bus pass recharge
1241,5,2025-08-01,Salary credited,55639.8,income,Income,Employer/Institute
1242,5,2025-08-03,BigBasket grocery order,482.34,expense,Food,BigBasket grocery order
1243,5,2025-08-04,Exam registration fee,548.8,expense,Education,Exam registration fee
1244,5,2025-08-07,Cafe Coffee Day,345.78,expense,Food,Cafe Coffee Day
1245,5,2025-08-10,Chai/tea stall,30.5,expense,Food,Chai/tea stall
1246,5,2025-08-11,Local mall shopping,3525.25,expense,Shopping,Local mall shopping
1247,5,2025-08-12,Dominos Pizza,766.91,expense,Food,Dominos Pizza
1248,5,2025-08-14,Swiggy order - wallet,200.06,expense,Food,Swiggy order
1249,5,2025-08-15,Airtel postpaid bill,1037.05,expense,Bills,Airtel postpaid bill
1250,5,2025-08-17,ACT Fibernet broadband bill,846.15,expense,Bills,ACT Fibernet broadband bill
1251,5,2025-08-19,Dominos Pizza,654.76,expense,Food,Dominos Pizza
1252,5,2025-08-20,Airtel postpaid bill,472.19,expense,Bills,Airtel postpaid bill
1253,5,2025-08-23,Spotify Premium,174.67,expense,Entertainment,Spotify Premium
1254,5,2025-08-24,Freelance project payment,10729.43,income,Income,Freelance project payment
1255,5,2025-08-30,Rapido bike taxi,135.71,expense,Transport,Rapido bike taxi
1256,5,2025-08-31,Water bill payment,187.07,expense,Bills,Water bill payment
1257,5,2025-08-31,Ajio order,1430.62,expense,Shopping,Ajio order
1258,5,2025-09-01,Barbeque Nation dinner,2065.46,expense,Food,Barbeque Nation dinner
1259,5,2025-09-02,DMart grocery shopping,1085.83,expense,Food,DMart grocery shopping
1260,5,2025-09-02,Salary credited,56878.71,income,Income,Employer/Institute
1261,5,2025-09-03,Croma electronics,5868.68,expense,Shopping,Croma electronics
1262,5,2025-09-03,Parking fee,75.49,expense,Transport,Parking fee
1263,5,2025-09-05,Parking fee,59.09,expense,Transport,Parking fee
1264,5,2025-09-06,Ajio order,1831.18,expense,Shopping,Ajio order
1265,5,2025-09-06,Local tiffin service,78.62,expense,Food,Local tiffin service
1266,5,2025-09-09,Jio mobile recharge,844.27,expense,Bills,Jio mobile recharge
1267,5,2025-09-10,McDonalds,198.23,expense,Food,McDonalds
1268,5,2025-09-10,Charity donation,1755.92,expense,Other,Charity donation
1269,5,2025-09-11,Airtel postpaid bill,654.0,expense,Bills,Airtel postpaid bill
1270,5,2025-09-12,Dr Lal PathLabs test,559.87,expense,Health,Dr Lal PathLabs test
1271,5,2025-09-13,Auto fare,86.33,expense,Transport,Auto fare
1272,5,2025-09-13,Indian Oil petrol,1701.96,expense,Transport,Indian Oil petrol
1273,5,2025-09-15,Parking fee,88.05,expense,Transport,Parking fee
1274,5,2025-09-16,IndiGo flight booking,6800.61,expense,Transport,IndiGo flight booking
1275,5,2025-09-17,Swiggy order - campus,400.34,expense,Food,Swiggy order
1276,5,2025-09-17,Barbeque Nation dinner,1023.16,expense,Food,Barbeque Nation dinner
1277,5,2025-09-18,Chai/tea stall,26.18,expense,Food,Chai/tea stall
1278,5,2025-09-19,Monthly stipend credited,10177.12,income,Income,Monthly stipend credited
1279,5,2025-09-24,Tata Play DTH recharge,688.3,expense,Bills,Tata Play DTH recharge
1280,5,2025-09-24,Cashback/refund credited,344.6,income,Income,Cashback/refund credited
1281,5,2025-09-25,Swiggy order - campus,330.73,expense,Food,Swiggy order
1282,5,2025-09-26,Ajio order,1232.5,expense,Shopping,Ajio order
1283,5,2025-09-28,Water bill payment,548.69,expense,Bills,Water bill payment
1284,5,2025-09-29,Dr Lal PathLabs test,1864.69,expense,Health,Dr Lal PathLabs test
1285,5,2025-10-01,Tata Play DTH recharge,676.36,expense,Bills,Tata Play DTH recharge
1286,5,2025-10-02,Flipkart order - online,4047.58,expense,Shopping,Flipkart order
1287,5,2025-10-05,Salary credited,57976.18,income,Income,Employer/Institute
1288,5,2025-10-07,Miscellaneous expense,505.8,expense,Other,Miscellaneous expense
1289,5,2025-10-07,Amazon books order,1173.46,expense,Education,Amazon books order
1290,5,2025-10-12,Charity donation,1344.96,expense,Other,Charity donation
1291,5,2025-10-16,Indian Oil petrol,693.84,expense,Transport,Indian Oil petrol
1292,5,2025-10-16,Steam game purchase,1562.96,expense,Entertainment,Steam game purchase
1293,5,2025-10-16,Flipkart order - wallet,2390.06,expense,Shopping,Flipkart order
1294,5,2025-10-20,Ola cab,252.86,expense,Transport,Ola cab
1295,5,2025-10-20,Local tiffin service,87.08,expense,Food,Local tiffin service
1296,5,2025-10-20,Croma electronics,4218.59,expense,Shopping,Croma electronics
1297,5,2025-10-20,IndiGo flight booking,5583.25,expense,Transport,IndiGo flight booking
1298,5,2025-10-21,Coaching institute fee,24679.55,expense,Education,Coaching institute fee
1299,5,2025-10-22,Netflix subscription,595.39,expense,Entertainment,Netflix subscription
1300,5,2025-10-23,IndiGo flight booking,7344.39,expense,Transport,IndiGo flight booking
1301,5,2025-10-25,ATM cash withdrawal,4977.09,expense,Other,ATM cash withdrawal
1302,5,2025-10-26,Water bill payment,266.89,expense,Bills,Water bill payment
1303,5,2025-10-28,Dominos Pizza,887.71,expense,Food,Dominos Pizza
1304,5,2025-10-28,IRCTC train ticket,1232.71,expense,Transport,IRCTC train ticket
1305,5,2025-10-28,Health insurance premium,7068.7,expense,Health,Health insurance premium
1306,5,2025-10-29,Dr Lal PathLabs test,1740.9,expense,Health,Dr Lal PathLabs test
1307,5,2025-10-29,Flipkart order - monthly,3349.79,expense,Shopping,Flipkart order
1308,5,2025-10-30,Metro card recharge,359.86,expense,Transport,Metro card recharge
1309,5,2025-10-31,Apollo Pharmacy,404.92,expense,Health,Apollo Pharmacy
1310,5,2025-11-01,IndiGo flight booking,2698.09,expense,Transport,IndiGo flight booking
1311,5,2025-11-02,Salary credited,54054.59,income,Income,Employer/Institute
1312,5,2025-11-05,Dental clinic visit,823.79,expense,Health,Dental clinic visit
1313,5,2025-11-05,Swiggy order - app,561.03,expense,Food,Swiggy order
1314,5,2025-11-06,IRCTC train ticket,666.94,expense,Transport,IRCTC train ticket
1315,5,2025-11-10,Campus mess bill,1674.27,expense,Food,Campus mess bill
1316,5,2025-11-12,LPG cylinder booking,1099.48,expense,Bills,LPG cylinder booking
1317,5,2025-11-12,Chai/tea stall,27.77,expense,Food,Chai/tea stall
1318,5,2025-11-13,Rapido bike taxi,92.97,expense,Transport,Rapido bike taxi
1319,5,2025-11-15,Dental clinic visit,2856.83,expense,Health,Dental clinic visit
1320,5,2025-11-21,Parking fee,52.15,expense,Transport,Parking fee
1321,5,2025-11-22,Campus mess bill,1800.1,expense,Food,Campus mess bill
1322,5,2025-11-22,Miscellaneous expense,275.72,expense,Other,Miscellaneous expense
1323,5,2025-11-23,Dominos Pizza,403.34,expense,Food,Dominos Pizza
1324,5,2025-11-26,McDonalds,319.72,expense,Food,McDonalds
1325,5,2025-11-27,Miscellaneous expense,421.91,expense,Other,Miscellaneous expense
1326,5,2025-11-29,Dr Lal PathLabs test,624.66,expense,Health,Dr Lal PathLabs test
1327,5,2025-12-01,PVR Cinemas,904.85,expense,Entertainment,PVR Cinemas
1328,5,2025-12-02,Swiggy order - weekend,623.48,expense,Food,Swiggy order
1329,5,2025-12-03,Salary credited,57346.09,income,Income,Employer/Institute
1330,5,2025-12-06,Hostel/room rent,12065.91,expense,Bills,Hostel/room rent
1331,5,2025-12-08,Barbeque Nation dinner,2504.15,expense,Food,Barbeque Nation dinner
1332,5,2025-12-11,Bus pass recharge,827.47,expense,Transport,Bus pass recharge
1333,5,2025-12-15,Amusement park entry,1175.85,expense,Entertainment,Amusement park entry
1334,5,2025-12-18,Croma electronics,4838.29,expense,Shopping,Croma electronics
1335,5,2025-12-19,Starbucks Coffee,262.3,expense,Food,Starbucks Coffee
1336,5,2025-12-20,Tata Play DTH recharge,332.68,expense,Bills,Tata Play DTH recharge
1337,5,2025-12-20,Myntra fashion order,749.65,expense,Shopping,Myntra fashion order
1338,5,2025-12-22,Bus pass recharge,756.62,expense,Transport,Bus pass recharge
1339,5,2025-12-23,Charity donation,619.89,expense,Other,Charity donation
1340,5,2025-12-23,IndiGo flight booking,4957.97,expense,Transport,IndiGo flight booking
1341,5,2025-12-24,Tata Play DTH recharge,613.75,expense,Bills,Tata Play DTH recharge
1342,5,2025-12-26,Dominos Pizza,551.81,expense,Food,Dominos Pizza
1343,5,2025-12-27,Udemy course purchase,1437.87,expense,Education,Udemy course purchase
1344,5,2025-12-29,Udemy course purchase,2594.33,expense,Education,Udemy course purchase
1345,5,2025-12-31,Myntra fashion order,1228.96,expense,Shopping,Myntra fashion order
1346,5,2025-12-31,Amazon purchase - online,447.78,expense,Shopping,Amazon purchase
